0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0.28125095
0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0.5062525
0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0.35625148
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 5.500033
0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0.35625148
0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0.8062546
0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 5.100014
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 5.7000422
0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0.76875436
0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1.0312537
0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0.46875226
0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0.39375174
0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0.28125095
0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1.1
0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0.5062525
0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1.8999897
0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0.9000011
0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0.46875226
0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0.5437528
0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0.20625044
0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0.9187554
1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1.1062483
0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0.46875226
1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0.58125305
1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0.58125305
0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0.39375174
1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 5.3000236
1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0.46875226
0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1.8999897
0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 4.299977
0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0.35625148
0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 3.899964
0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0.5437528
0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0.5437528
