0 0.0
1 1.0
2 1.5
3 1.83333333333
4 2.08333333333
5 2.28333333333
6 2.45
7 2.59285714286
8 2.71785714286
9 2.82896825397
10 2.92896825397
11 3.01987734488
12 3.10321067821
13 3.18013375513
14 3.25156232656
15 3.31822899323
16 3.38072899323
17 3.43955252264
18 3.4951080782
19 3.54773965714
20 3.59773965714
21 3.64535870476
22 3.69081325022
23 3.73429151109
24 3.77595817775
25 3.81595817775
26 3.85441971622
27 3.89145675325
28 3.92717103897
29 3.96165379759
30 3.99498713092
31 4.02724519544
32 4.05849519544
33 4.08879822574
34 4.11820999045
35 4.14678141902
36 4.17455919679
37 4.20158622382
38 4.2279020133
39 4.25354303894
40 4.27854303894
41 4.30293328284
42 4.32674280665
43 4.3499986206
44 4.37272589333
45 4.39494811555
46 4.41668724599
47 4.43796384173
48 4.45879717506
49 4.47920533833
50 4.49920533833
51 4.51881318147
52 4.5380439507
53 4.55691187523
54 4.57543039374
55 4.59361221193
56 4.61146935478
57 4.62901321443
58 4.64625459374
59 4.66320374629
60 4.67987041295
61 4.69626385557
62 4.71239288783
63 4.72826590371
64 4.74389090371
65 4.75927551909
66 4.77442703424
67 4.78935240738
68 4.80405828973
69 4.81855104335
70 4.83283675764
71 4.84692126468
72 4.86081015357
73 4.87450878371
74 4.88802229722
75 4.90135563055
76 4.91451352529
77 4.92750053828
78 4.9403210511
79 4.95297927895
80 4.96547927895
81 4.97782495796
82 4.99002007991
83 5.00206827268
84 5.01397303458
85 5.02573774047
86 5.03736564744
87 5.04885990032
88 5.06022353668
89 5.07145949174
90 5.08257060285
91 5.09355961384
92 5.10442917905
93 5.11518186723
94 5.1258201651
95 5.13634648089
96 5.14676314756
97 5.15707242591
98 5.16727650754
99 5.17737751764
100 5.18737751764
101 5.19727850774
102 5.20708242931
103 5.21679116717
104 5.22640655179
105 5.23593036131
106 5.24536432357
107 5.25471011797
108 5.26396937723
109 5.27314368915
110 5.28223459824
111 5.29124360725
112 5.30017217868
113 5.3090217362
114 5.31779366603
115 5.3264893182
116 5.33511000786
117 5.3436570164
118 5.35213159268
119 5.36053495402
120 5.36886828735
